信号级别,AUTOSENTCOUNT,发布内容,入库时间,自动检测消息发布状态,信号编号,同步编号,信号发布签发人,记录编号,发布时间,"发布状态(发布/取消)",AUTOSENTFLAG,信号影响区域,信号类型,记录序号,自动检测循环次数
橙色,0,"【深圳市解除分区暴雨橙色预警信号】强降雨暂歇，深圳市气象台2025年09月25日12时40分解除全部暴雨橙色预警信号，预计中午至下午仍有阵雨，市民仍需注意远离河道和危险边坡等。","	2025-09-25 12:41:56",0,101,AAA30mABCAACLd/AAJ,-,105274,"	2025-09-25 12:40:00",取消,0,"龙岗、坪地、宝龙、坪山区、大鹏新区、大鹏湾、大亚湾",暴雨,109868,0
黄色,0,"龙岗、坪地、宝龙、坪山区、大鹏新区、大鹏湾、大亚湾,暴雨,橙色,2025-09-25 11:20:00;.【深圳市分区暴雨黄色预警信号升级橙色预警信号】过去3小时，坪山区、大鹏新区、大鹏湾、大亚湾和龙岗区（龙岗、坪地、宝龙街道）已出现强降雨，预计未来1-2小时还将出现30毫米左右降水，深圳市气象台2025年09月25日11时20分在上述区域发布暴雨橙色预警信号，全市进入暴雨防御状态，上述区域山洪风险较大，请远离低洼易涝等危险区域，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-09-25 11:23:09",0,100,AAA30mABCAACLd/AAI,-,105273,"	2025-09-25 11:20:00",取消,0,坪地、宝龙、坪山区、大鹏新区、大鹏湾、大亚湾,暴雨,109867,0
橙色,0,"【深圳市分区暴雨黄色预警信号升级橙色预警信号】过去3小时，坪山区、大鹏新区、大鹏湾、大亚湾和龙岗区（龙岗、坪地、宝龙街道）已出现强降雨，预计未来1-2小时还将出现30毫米左右降水，深圳市气象台2025年09月25日11时20分在上述区域发布暴雨橙色预警信号，全市进入暴雨防御状态，上述区域山洪风险较大，请远离低洼易涝等危险区域，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-09-25 11:23:09",0,101,AAA30mABCAACLd/AAH,-,105272,"	2025-09-25 11:20:00",发布,0,"龙岗、坪地、宝龙、坪山区、大鹏新区、大鹏湾、大亚湾",暴雨,109866,0
黄色,0,"【深圳市分区暴雨黄色预警信号】受海上不断北上的降雨云团影响，预计坪山区、大鹏新区、大鹏湾、大亚湾和龙岗区（坪地、宝龙街道）未来3小时将出现30毫米左右的降水，深圳市气象台2025年09月25日10时40分在上述区域发布暴雨黄色预警信号，全市进入暴雨戒备状态。上述区域存在山洪风险，请注意防御暴雨可能引发的局部内涝、山洪等灾害。","	2025-09-25 10:41:31",0,100,AAA30mABCAACLd8AAS,-,105271,"	2025-09-25 10:40:00",发布,0,坪地、宝龙、坪山区、大鹏新区、大鹏湾、大亚湾,暴雨,109865,0
蓝色,0,"【深圳市解除台风蓝色预警信号】“桦加沙”对我市风雨影响已减弱，深圳市气象台2025年09月24日22时00分解除全市台风蓝色预警信号。","	2025-09-24 22:00:02",0,87,"AAA30mAAcAACpE+AAE",-,105270,"	2025-09-24 22:00:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,109864,0
红色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,蓝色,2025-09-24 17:40:00;.【深圳市解除所有暴雨预警信号】强降雨暂歇，深圳市气象台2025年09月24日19时40分解除所有暴雨预警信号，市民仍需注意远离河道和危险边坡等。","	2025-09-24 19:41:34",0,88,AAA30mAAcAACpE2AAK,-,105268,"	2025-09-24 19:40:00",取消,0,"罗湖区、盐田区、横岗、布吉、龙城、南湾、平湖、吉华、园山",暴雨,109862,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,蓝色,2025-09-24 17:40:00;.【深圳市解除所有暴雨预警信号】强降雨暂歇，深圳市气象台2025年09月24日19时40分解除所有暴雨预警信号，市民仍需注意远离河道和危险边坡等。","	2025-09-24 19:41:34",0,87,AAA30mAAcAACpE2AAJ,-,105267,"	2025-09-24 19:40:00",取消,0,"松岗、石岩、福永、沙井、航城、福海、新桥、燕罗、光明区",暴雨,109861,0
橙色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,蓝色,2025-09-24 17:40:00;.【深圳市解除所有暴雨预警信号】强降雨暂歇，深圳市气象台2025年09月24日19时40分解除所有暴雨预警信号，市民仍需注意远离河道和危险边坡等。","	2025-09-24 19:41:34",0,87,"AAA30mAAcAACpE+AAD",-,105269,"	2025-09-24 19:40:00",取消,0,"南山区、福田区、西乡、新安、龙华区、龙岗、坪地、坂田、宝龙、坪山区、大鹏新区、珠江口、深圳湾、大鹏湾、大亚湾",暴雨,109863,0
黄色,0,"罗湖区、盐田区、横岗、布吉、龙城、南湾、平湖、吉华、园山,暴雨,红色,2025-09-24 15:50:00;南山区、福田区、西乡、新安、龙华区、龙岗、坪地、坂田、宝龙、坪山区、大鹏新区、珠江口、深圳湾、大鹏湾、大亚湾,暴雨,橙色,2025-09-24 15:30:00;松岗、石岩、福永、沙井、航城、福海、新桥、燕罗、光明区,暴雨,黄色,2025-09-24 07:55:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,蓝色,2025-09-24 17:40:00;.【深圳市台风黄色预警信号降级为蓝色】今年第18号台风“桦加沙”已于24日17时前后在广东省阳江市海陵岛沿海登陆，登陆时中心附近最大风力13级(40米/秒，台风级)。预计其将继续远离，我市风力进一步减弱，但今天夜间仍有强降水，深圳市气象台于2025年09月24日17时40分将台风黄色预警信号降级为蓝色，后续将视风力减弱情况直接解除，请继续做好防风防雨工作。","	2025-09-24 17:39:35",0,86,AAA30mAAcAACpE2AAI,-,105266,"	2025-09-24 17:40:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,109860,0
蓝色,0,"【深圳市台风黄色预警信号降级为蓝色】今年第18号台风“桦加沙”已于24日17时前后在广东省阳江市海陵岛沿海登陆，登陆时中心附近最大风力13级(40米/秒，台风级)。预计其将继续远离，我市风力进一步减弱，但今天夜间仍有强降水，深圳市气象台于2025年09月24日17时40分将台风黄色预警信号降级为蓝色，后续将视风力减弱情况直接解除，请继续做好防风防雨工作。","	2025-09-24 17:39:35",0,87,AAA30mAAcAACpE2AAH,-,105265,"	2025-09-24 17:40:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,109859,0
橙色,0,"南山区、福田区、西乡、新安、龙华区、龙岗、坪地、坂田、宝龙、坪山区、大鹏新区、珠江口、深圳湾、大鹏湾、大亚湾,暴雨,橙色,2025-09-24 15:30:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,黄色,2025-09-24 15:00:00;松岗、石岩、福永、沙井、航城、福海、新桥、燕罗、光明区,暴雨,黄色,2025-09-24 07:55:00;罗湖区、盐田区、横岗、布吉、龙城、南湾、平湖、吉华、园山,暴雨,红色,2025-09-24 15:50:00;.【深圳市分区暴雨橙色预警信号升级为红色】过去3小时，罗湖区、盐田区和龙岗区（平湖、南湾、布吉、龙城、横岗、吉华、园山街道）累计雨量已超过70毫米，预计未来3小时还将出现50-100毫米降水，深圳市气象台2025年09月24日15时50分在上述区域发布暴雨红色预警信号，全市进入暴雨紧急防御状态，请迅速做好防御工作，注意防御暴雨及其引发的内涝、山洪、滑坡、泥石流、地面塌陷等灾害。","	2025-09-24 15:51:52",0,87,AAA30mAAcAACpE2AAG,-,105264,"	2025-09-24 15:50:00",取消,0,"罗湖区、盐田区、横岗、布吉、龙城、南湾、平湖、吉华、园山",暴雨,109858,0
红色,0,"【深圳市分区暴雨橙色预警信号升级为红色】过去3小时，罗湖区、盐田区和龙岗区（平湖、南湾、布吉、龙城、横岗、吉华、园山街道）累计雨量已超过70毫米，预计未来3小时还将出现50-100毫米降水，深圳市气象台2025年09月24日15时50分在上述区域发布暴雨红色预警信号，全市进入暴雨紧急防御状态，请迅速做好防御工作，注意防御暴雨及其引发的内涝、山洪、滑坡、泥石流、地面塌陷等灾害。","	2025-09-24 15:51:52",0,88,AAA30mAAcAACpE2AAF,-,105263,"	2025-09-24 15:50:00",发布,0,"罗湖区、盐田区、横岗、布吉、龙城、南湾、平湖、吉华、园山",暴雨,109857,0
黄色,0,"全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,黄色,2025-09-24 15:00:00;松岗、石岩、福永、沙井、航城、福海、新桥、燕罗、光明区,暴雨,黄色,2025-09-24 07:55:00;罗湖区、南山区、福田区、盐田区、西乡、新安、龙华区、龙岗区、坪山区、大鹏新区、珠江口、深圳湾、大鹏湾、大亚湾,暴雨,橙色,2025-09-24 15:30:00;.【深圳市扩展分区暴雨橙色预警信号】预计受台风“桦加沙”螺旋雨带影响，我市中东部地区未来3小时将出现持续性强降水，可能具有列车效应、累计雨量大。深圳市气象台2025年09月24日15时30分将暴雨橙色预警信号扩展至龙岗区（平湖、坪地、龙城、龙岗、宝龙街道）和龙华区（观湖、龙华、大浪、福城、观澜街道）。全市进入暴雨防御状态，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-09-24 15:30:26",0,87,AAA30mAAcAACpE2AAE,-,105262,"	2025-09-24 15:30:00",取消,0,"大浪、龙华、观湖、福城、观澜、龙岗、坪地、龙城、平湖、宝龙",暴雨,109856,0
橙色,0,"【深圳市扩展分区暴雨橙色预警信号】预计受台风“桦加沙”螺旋雨带影响，我市中东部地区未来3小时将出现持续性强降水，可能具有列车效应、累计雨量大。深圳市气象台2025年09月24日15时30分将暴雨橙色预警信号扩展至龙岗区（平湖、坪地、龙城、龙岗、宝龙街道）和龙华区（观湖、龙华、大浪、福城、观澜街道）。全市进入暴雨防御状态，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-09-24 15:30:26",0,87,AAA30mAAcAACpE2AAD,-,105261,"	2025-09-24 15:30:00",发布,0,"大浪、龙华、观湖、福城、观澜、龙岗、坪地、龙城、平湖、宝龙",暴雨,109855,0
黄色,0,"【深圳市台风红色预警信号降级为黄色】“桦加沙”中心远离我市，我市风力逐渐减弱，但仍有强降水，深圳市气象台于2025年09月24日15时将台风红色预警信号降级为黄色，后续将视风力减弱情况进一步降级为蓝色或直接解除，请继续做好防台风防暴雨工作。","	2025-09-24 14:59:07",0,86,AAA30mAAcAACpE2AAB,-,105259,"	2025-09-24 15:00:00",发布,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,109853,0
红色,0,"松岗、石岩、福永、沙井、航城、福海、新桥、燕罗、光明区、大浪、龙华、观湖、福城、观澜、龙岗、坪地、龙城、平湖、宝龙,暴雨,黄色,2025-09-24 07:55:00;罗湖区、南山区、福田区、盐田区、西乡、新安、民治、横岗、布吉、坂田、南湾、吉华、园山、坪山区、大鹏新区、珠江口、深圳湾、大鹏湾、大亚湾,暴雨,橙色,2025-09-24 07:55:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,黄色,2025-09-24 15:00:00;.【深圳市台风红色预警信号降级为黄色】“桦加沙”中心远离我市，我市风力逐渐减弱，但仍有强降水，深圳市气象台于2025年09月24日15时将台风红色预警信号降级为黄色，后续将视风力减弱情况进一步降级为蓝色或直接解除，请继续做好防台风防暴雨工作。","	2025-09-24 14:59:07",0,85,AAA30mAAcAACpE2AAC,-,105260,"	2025-09-24 15:00:00",取消,0,全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,109854,0
橙色,0,"【深圳市扩展分区暴雨橙色预警信号、扩展暴雨黄色预警信号】过去3小时，南山区、福田区、坪山区、珠江口、深圳湾、大鹏湾、大亚湾、罗湖区（翠竹、东晓、莲塘、清水河、黄贝、南湖、桂园、东门、笋岗街道）、盐田区（沙头角、海山、梅沙街道）和大鹏新区（葵涌、大鹏街道）已出现强降雨，预计未来3小时还将出现30-40毫米降水，深圳市气象台2025年09月24日07时55分在上述区域发布暴雨橙色预警信号，同时将暴雨黄色预警信号扩展至全市所有其余地区。全市处于暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-09-24 07:59:01",0,87,AAA30mAAcAACpEyAAK,-,105256,"	2025-09-24 07:55:00",发布,0,"翠竹、东晓、莲塘、清水河、黄贝、南湖、桂园、东门、笋岗、南山区、福田区、沙头角、海山、梅沙、西乡、新安、民治、布吉、坂田、吉华、坪山区、大鹏、葵涌、珠江口、深圳湾、大鹏湾、大亚湾",暴雨,109850,0
黄色,0,"罗湖区、南山区、福田区、盐田区、西乡、新安、民治、横岗、布吉、坂田、南湾、吉华、园山、坪山区、大鹏新区、珠江口、深圳湾、大鹏湾、大亚湾,暴雨,橙色,2025-09-24 07:55:00;全市陆地、珠江口、深圳湾、大鹏湾、大亚湾,台风,红色,2025-09-23 18:00:00;松岗、石岩、福永、沙井、航城、福海、新桥、燕罗、光明区、大浪、龙华、观湖、福城、观澜、龙岗、坪地、龙城、平湖、宝龙,暴雨,黄色,2025-09-24 07:55:00;.【深圳市扩展分区暴雨橙色预警信号、扩展暴雨黄色预警信号】过去3小时，南山区、福田区、坪山区、珠江口、深圳湾、大鹏湾、大亚湾、罗湖区（翠竹、东晓、莲塘、清水河、黄贝、南湖、桂园、东门、笋岗街道）、盐田区（沙头角、海山、梅沙街道）和大鹏新区（葵涌、大鹏街道）已出现强降雨，预计未来3小时还将出现30-40毫米降水，深圳市气象台2025年09月24日07时55分在上述区域发布暴雨橙色预警信号，同时将暴雨黄色预警信号扩展至全市所有其余地区。全市处于暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-09-24 07:59:01",0,86,AAA30mAAcAACpE2AAA,-,105258,"	2025-09-24 07:55:00",取消,0,"翠竹、东晓、莲塘、清水河、黄贝、南湖、桂园、东门、笋岗、南山区、福田区、沙头角、海山、梅沙、坪山区、大鹏、葵涌、珠江口、深圳湾、大鹏湾、大亚湾",暴雨,109852,0
黄色,0,"【深圳市扩展分区暴雨橙色预警信号、扩展暴雨黄色预警信号】过去3小时，南山区、福田区、坪山区、珠江口、深圳湾、大鹏湾、大亚湾、罗湖区（翠竹、东晓、莲塘、清水河、黄贝、南湖、桂园、东门、笋岗街道）、盐田区（沙头角、海山、梅沙街道）和大鹏新区（葵涌、大鹏街道）已出现强降雨，预计未来3小时还将出现30-40毫米降水，深圳市气象台2025年09月24日07时55分在上述区域发布暴雨橙色预警信号，同时将暴雨黄色预警信号扩展至全市所有其余地区。全市处于暴雨防御状态，请远离低洼易涝等危险区域，上述区域山洪风险较大，注意防御暴雨可能引发的局部内涝、山洪、滑坡、泥石流等灾害。","	2025-09-24 07:59:01",0,87,AAA30mAAcAACpEyAAL,-,105257,"	2025-09-24 07:55:00",发布,0,"松岗、石岩、福永、沙井、航城、福海、新桥、燕罗、光明区、大浪、龙华、观湖、福城、观澜、龙岗、坪地、龙城、平湖、宝龙",暴雨,109851,0
